Datum/Uhrzeit;Preis;Bezeichnung;Menge;Zahlung;Bonnr.;
15.07.2025 15:19:56;37,00;Zehnerkarte    Ermäßigt;1;Bar;05474;
15.07.2025 15:25:00;4,50;Kind Tageskarte;1;Bar;05475;
15.07.2025 15:29:02;4,50;Kind Tageskarte;1;Bar;05476;
15.07.2025 15:29:02;4,50;Kind Tageskarte;1;Bar;05476;
15.07.2025 15:29:35;4,50;Kind Tageskarte;1;Bar;05477;
15.07.2025 15:29:35;7,00;Erw. Tageskarte;1;Bar;05477;
15.07.2025 15:44:19;37,00;Zehnerkarte    Ermäßigt;1;Bar;05478;
15.07.2025 15:49:53;115,00;Saisonkarte Familie 3W;1;Bar;05479;
15.07.2025 15:55:43;7,00;Erw. Tageskarte;1;Bar;05480;
15.07.2025 15:55:43;4,50;Kind Tageskarte;1;Bar;05480;
15.07.2025 16:10:05;7,00;Erw. Tageskarte;1;Bar;05481;
15.07.2025 16:28:47;4,50;Kind Tageskarte;1;Bar;05482;
15.07.2025 16:28:47;4,50;Kind Tageskarte;1;Bar;05482;
15.07.2025 16:36:18;7,00;Erw. Tageskarte;1;Bar;05483;
15.07.2025 16:36:18;3,00;Wasserspielring;1;Bar;05483;
15.07.2025 16:36:18;4,50;Kind Tageskarte;1;Bar;05483;
15.07.2025 16:36:18;4,50;Kind Tageskarte;1;Bar;05483;
15.07.2025 17:00:09;4,50;Kind Tageskarte;1;Bar;05484;
15.07.2025 17:00:09;4,50;Kind Tageskarte;1;Bar;05484;
15.07.2025 17:02:20;4,50;Kind Tageskarte;1;Bar;05485;
15.07.2025 17:02:20;7,00;Erw. Tageskarte;1;Bar;05485;
15.07.2025 17:53:41;7,00;Erw. Tageskarte;1;Bar;05486;
15.07.2025 17:56:53;4,50;Kind Tageskarte;1;Bar;05487;
15.07.2025 17:56:53;7,00;Erw. Tageskarte;1;Bar;05487;
15.07.2025 17:57:28;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05488;
15.07.2025 18:00:54;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05489;
15.07.2025 18:00:54;3,00;Kind Tageskarte ab 18 Uhr;1;Bar;05489;
15.07.2025 18:01:22;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05490;
15.07.2025 18:24:25;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05491;
15.07.2025 18:24:25;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05491;
15.07.2025 18:24:25;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05491;
15.07.2025 18:24:41;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05492;
15.07.2025 18:24:41;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05492;
15.07.2025 18:35:25;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05493;
15.07.2025 18:35:25;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05493;
15.07.2025 18:35:25;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05493;
15.07.2025 19:20:34;-673,00;Entnahme: Entnahme;1;Bar;05494;
16.07.2025 14:25:19;60,00;Zehnerkarte Erwachsen;1;EC-Cash;05495;
16.07.2025 17:58:18;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05496;
16.07.2025 18:10:15;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05497;
16.07.2025 18:10:15;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05497;
16.07.2025 18:10:15;3,50;Erw. Tageskarte ab 18 Uhr;1;Bar;05497;
16.07.2025 19:09:51;-14,00;Entnahme: Entnahme;1;Bar;05498;
